magnitude,jerk,variance,peak_freq,zero_cross,duration,class_id,class_label
0.9514,0.2151,0.0772,11.0677,16,100.00,0,MOVING
1.0582,0.1883,0.0573,6.2906,10,100.00,0,MOVING
0.8653,0.3118,0.1375,8.5191,10,100.00,0,MOVING
0.9748,0.1375,0.1184,10.8150,9,100.00,0,MOVING
1.0790,0.1081,0.1476,5.9650,13,100.00,0,MOVING
0.8887,0.2349,0.1287,8.2645,8,100.00,0,MOVING
1.1453,0.2075,0.0586,6.9822,12,100.00,0,MOVING
1.1038,0.1826,0.0891,5.7474,16,100.00,0,MOVING
0.9104,0.3055,0.1191,11.4632,11,100.00,0,MOVING
0.8683,0.2797,0.0994,6.7164,10,100.00,0,MOVING
1.1251,0.1034,0.1296,8.9358,10,100.00,0,MOVING
1.0840,0.2287,0.0604,7.7177,9,100.00,0,MOVING
1.0397,0.3509,0.1400,9.9054,8,100.00,0,MOVING
1.1483,0.1753,0.1206,5.1773,12,100.00,0,MOVING
0.9560,0.1497,0.0510,7.4228,16,100.00,0,MOVING
1.0630,0.1227,0.1309,6.1506,16,100.00,0,MOVING
0.8697,0.3965,0.0609,11.8673,10,100.00,0,MOVING
1.1276,0.3703,0.1415,10.6213,14,100.00,0,MOVING
1.0861,0.1955,0.0721,5.8892,14,100.00,0,MOVING
0.8923,0.1676,0.0517,11.5915,13,100.00,0,MOVING
0.8508,0.2933,0.1324,6.8594,8,100.00,0,MOVING
0.9570,0.2652,0.1121,5.5647,12,100.00,0,MOVING
2.3111,3.9116,0.3375,16.1244,18,24.87,1,IMPACT
2.6673,2.4370,0.4869,19.2988,17,46.36,1,IMPACT
2.5260,2.2263,0.3892,17.5040,16,38.06,1,IMPACT
2.8830,2.0023,0.5393,20.6887,21,29.59,1,IMPACT
2.2432,1.7882,0.4422,18.9131,20,36.33,1,IMPACT
2.5985,2.8119,0.3416,17.0774,25,42.81,1,IMPACT
2.4570,3.8463,0.4927,20.2790,24,34.43,1,IMPACT
2.3136,3.6244,0.6428,23.4584,18,40.96,1,IMPACT
2.1730,2.1581,0.5443,21.6707,23,47.60,1,IMPACT
2.5357,3.2060,0.4496,24.9256,22,39.51,1,IMPACT
2.3896,2.9760,0.3479,23.0719,21,45.92,1,IMPACT
2.2485,1.5127,0.7491,16.2784,21,22.54,1,IMPACT
2.6082,3.7973,0.4015,19.4961,20,29.24,1,IMPACT
2.4664,2.3291,0.3020,22.6939,25,20.80,1,IMPACT
2.3203,3.3500,0.4510,20.8412,24,42.26,1,IMPACT
2.1845,1.8984,0.3557,24.1121,18,34.13,1,IMPACT
2.5453,2.9353,0.5085,22.3431,23,25.85,1,IMPACT
2.9024,2.7195,0.4097,15.5282,16,32.47,1,IMPACT
2.2592,2.4920,0.3093,23.7108,21,38.97,1,IMPACT
2.1200,3.5326,0.7124,16.9419,15,45.73,1,IMPACT
2.4724,2.0495,0.6104,15.0714,25,37.11,1,IMPACT
2.8346,1.8405,0.7633,18.3178,24,43.85,1,IMPACT
2.1907,2.8716,0.4141,16.4906,18,20.44,1,IMPACT
2.5491,2.6521,0.3151,24.6925,17,27.04,1,IMPACT
2.4119,2.4477,0.7195,22.9475,22,33.88,1,IMPACT
2.7689,3.4746,0.3703,16.1334,16,40.47,1,IMPACT
2.6220,3.2515,0.7689,24.2682,21,31.91,1,IMPACT
2.4837,1.7838,0.4214,22.5111,15,38.61,1,IMPACT
2.3451,2.8277,0.3247,15.7473,25,45.37,1,IMPACT
2.7025,2.6025,0.7248,18.9376,24,36.91,1,IMPACT
2.5573,2.3832,0.3744,17.0942,18,28.42,1,IMPACT
2.4142,2.1599,0.7749,20.2784,23,49.98,1,IMPACT
2.7807,3.2132,0.6806,18.5756,17,41.92,1,IMPACT
2.6370,2.9890,0.5802,16.7516,16,33.42,1,IMPACT
2.9956,1.5263,0.4824,19.9552,15,40.11,1,IMPACT
2.3517,2.5479,0.6320,18.1306,25,46.61,1,IMPACT
2.7095,2.3288,0.5335,16.3253,25,23.25,1,IMPACT
2.5707,2.1165,0.4352,24.5589,24,29.89,1,IMPACT
2.4262,1.8926,0.5856,17.7263,18,36.45,1,IMPACT
2.7849,2.9312,0.7380,15.9309,17,43.16,1,IMPACT
2.1403,3.9546,0.3872,24.0969,22,34.63,1,IMPACT
2.5080,3.7605,0.5435,22.4085,16,26.61,1,IMPACT
2.8603,2.2749,0.6909,20.5366,20,32.95,1,IMPACT
2.7199,2.0684,0.5937,23.7513,20,24.69,1,IMPACT
2.5764,3.0920,0.7442,16.9316,24,31.25,1,IMPACT
2.9330,1.6212,0.6437,15.1106,18,37.74,1,IMPACT
2.7948,2.6579,0.5471,23.3545,17,29.51,1,IMPACT
2.1543,2.4497,0.4495,21.5674,22,21.23,1,IMPACT
2.0081,2.2162,0.5976,24.7139,21,42.62,1,IMPACT
2.3679,2.0059,0.5008,22.9332,21,49.37,1,IMPACT
2.2288,3.0388,0.6526,21.1641,20,26.02,1,IMPACT
2.5802,1.5604,0.3014,19.2825,25,47.48,1,IMPACT
2.9402,2.5937,0.7024,17.5010,18,39.07,1,IMPACT
2.3035,2.3897,0.6063,15.7610,18,45.89,1,IMPACT
2.1665,2.1850,0.7605,24.0180,23,37.72,1,IMPACT
2.0200,3.2063,0.6590,17.1593,22,29.14,1,IMPACT
2.3829,3.0035,0.5639,15.4156,16,36.02,1,IMPACT
2.2355,2.7669,0.4610,23.5469,20,42.34,1,IMPACT
2.5973,2.5595,0.6140,21.7884,25,49.09,1,IMPACT
2.4544,2.3403,0.5152,19.9754,19,25.71,1,IMPACT
2.8126,3.3678,0.6659,18.1751,18,32.28,1,IMPACT
2.6688,1.8963,0.5654,16.3481,17,38.78,1,IMPACT
2.5300,2.9398,0.4701,24.5847,22,45.65,1,IMPACT
2.8837,2.7089,0.6176,17.7290,21,37.00,1,IMPACT
2.7445,3.7477,0.5209,15.9592,21,43.76,1,IMPACT
2.1020,3.5273,0.4216,19.1498,25,20.34,1,IMPACT
2.4604,2.0563,0.3221,22.3512,19,41.90,1,IMPACT
2.8142,1.8335,0.4707,15.4947,24,33.34,1,IMPACT
2.1765,1.6225,0.3748,18.7459,23,25.16,1,IMPACT
2.5348,2.6552,0.5257,21.9454,23,46.76,1,IMPACT
2.8935,2.4394,0.6780,20.1508,22,38.45,1,IMPACT
2.2547,2.2327,0.5812,18.3848,21,45.21,1,IMPACT
2.6118,2.0105,0.4819,21.5714,15,36.79,1,IMPACT
2.9708,1.7906,0.6329,24.7798,25,28.39,1,IMPACT
2.8269,2.8182,0.7829,17.9541,19,34.92,1,IMPACT
2.6867,3.8567,0.6854,21.1712,24,41.63,1,IMPACT
2.0430,2.3841,0.5843,24.3461,18,33.08,1,IMPACT
2.9049,2.1783,0.7392,22.5908,22,24.96,1,IMPACT
2.2652,1.9622,0.6406,15.8149,22,31.59,1,IMPACT
2.1206,2.9887,0.7898,23.9786,21,23.07,1,IMPACT
2.4757,1.5163,0.4407,17.1423,15,44.66,1,IMPACT
2.8367,2.5528,0.5930,15.3743,19,36.35,1,IMPACT
2.1971,2.3372,0.4949,23.5996,19,28.01,1,IMPACT
2.5535,3.3673,0.3957,21.7774,18,34.60,1,IMPACT
2.9102,1.8957,0.5459,24.9581,23,26.15,1,IMPACT
2.7706,1.6842,0.6988,18.1836,17,47.89,1,IMPACT
2.6268,3.9651,0.3494,16.3589,16,24.46,1,IMPACT
2.4895,3.7528,0.7521,19.6113,21,46.18,1,IMPACT
2.8439,3.5286,0.4016,22.7640,20,37.68,1,IMPACT
2.7033,3.3138,0.3029,20.9764,19,44.31,1,IMPACT
2.5628,3.1008,0.7056,19.1924,18,36.03,1,IMPACT
2.9226,1.6286,0.6067,17.4116,23,27.62,1,IMPACT
2.2791,2.6634,0.5081,15.5891,22,49.26,1,IMPACT
2.1393,2.4530,0.4105,23.8123,22,25.97,1,IMPACT
2.9962,2.2261,0.3103,21.9953,21,47.48,1,IMPACT
2.3543,3.2619,0.4614,15.1919,15,24.09,1,IMPACT
2.7140,1.7969,0.3639,18.4105,20,45.80,1,IMPACT
2.5676,1.5650,0.5123,16.5548,24,22.21,1,IMPACT
2.9285,3.8562,0.4147,24.7843,24,43.91,1,IMPACT
2.7855,2.3854,0.3160,22.9703,17,35.54,1,IMPACT
2.6479,3.4281,0.7191,16.2181,22,42.29,1,IMPACT
2.0046,3.2095,0.6200,19.4002,16,33.89,1,IMPACT
2.8662,2.9985,0.5222,22.6377,15,25.57,1,IMPACT
2.2225,2.7761,0.6735,15.8159,20,47.19,1,IMPACT
2.5762,2.5485,0.3215,18.9598,25,23.58,1,IMPACT
2.4390,3.5905,0.7249,17.2139,19,30.36,1,IMPACT
2.2981,3.3732,0.3767,15.4243,18,22.01,1,IMPACT
2.1549,3.1499,0.5266,18.6062,23,43.53,1,IMPACT
2.5142,1.6918,0.6793,21.8170,22,35.27,1,IMPACT
2.3726,2.7226,0.5815,15.0212,21,26.95,1,IMPACT
2.7303,3.7491,0.4813,18.2126,15,48.46,1,IMPACT
2.5888,3.5354,0.3833,16.4157,20,40.14,1,IMPACT
2.4408,3.3016,0.5314,24.5416,24,46.53,1,IMPACT
2.3022,3.0897,0.6831,22.7764,24,23.18,1,IMPACT
2.1612,2.8731,0.3353,20.9858,23,44.87,1,IMPACT
2.5225,2.6658,0.4891,24.2228,17,36.67,1,IMPACT
2.3787,2.4458,0.6400,17.3982,21,28.27,1,IMPACT
2.7388,3.4866,0.7909,20.6161,15,34.87,1,IMPACT
2.5980,2.0171,0.6927,18.8290,20,41.52,1,IMPACT
2.9589,1.8038,0.5946,22.0595,19,48.18,1,IMPACT
2.8143,2.8314,0.4946,15.2248,24,39.72,1,IMPACT
2.6692,2.6016,0.6440,23.3851,18,46.20,1,IMPACT
2.5295,3.6415,0.7963,21.6078,23,22.90,1,IMPACT
2.8904,2.1783,0.4495,19.8415,22,29.65,1,IMPACT
2.7476,3.2131,0.6000,18.0262,16,21.22,1,IMPACT
2.6056,1.7414,0.5014,21.2245,15,42.85,1,IMPACT
2.4619,1.5197,0.4010,24.3989,20,34.36,1,IMPACT
2.3196,3.7981,0.3027,17.5947,19,26.00,1,IMPACT
2.1829,2.3410,0.4561,20.8540,18,47.77,1,IMPACT
2.0349,2.1110,0.3542,18.9779,23,24.17,1,IMPACT
2.8971,1.9036,0.5077,17.2248,17,30.95,1,IMPACT
2.2573,1.6920,0.6607,20.4483,22,37.70,1,IMPACT
2.1170,3.9761,0.5618,18.6646,21,44.30,1,IMPACT
2.9708,3.7481,0.7115,16.8124,20,20.81,1,IMPACT
2.8275,2.2769,0.6115,24.9927,19,27.34,1,IMPACT
2.6897,3.3174,0.7646,18.2392,24,49.10,1,IMPACT
2.5447,1.8402,0.6636,21.3991,18,25.55,1,IMPACT
2.4084,2.8877,0.5680,24.6634,17,32.40,1,IMPACT
2.2656,2.6706,0.7190,22.8507,17,24.00,1,IMPACT
2.6265,2.4595,0.3714,21.0810,21,30.71,1,IMPACT
2.9817,2.2345,0.5212,24.2445,15,37.22,1,IMPACT
2.3425,2.0229,0.6733,17.4735,25,43.91,1,IMPACT
2.1952,3.0402,0.3220,15.6076,25,35.34,1,IMPACT
2.5580,1.5839,0.7254,18.8614,24,27.11,1,IMPACT
2.4130,2.6057,0.3744,22.0217,18,33.57,1,IMPACT
2.2662,2.3777,0.7737,15.1616,17,25.05,1,IMPACT
2.1339,2.1874,0.4314,18.4758,16,32.13,1,IMPACT
2.4897,3.2068,0.3303,16.6458,21,38.58,1,IMPACT
2.8498,2.9972,0.4829,19.8673,20,45.30,1,IMPACT
2.7055,1.5241,0.3825,18.0351,20,36.80,1,IMPACT
2.5665,3.8134,0.5350,16.2670,19,43.51,1,IMPACT
2.4214,3.5832,0.4343,19.4277,18,49.98,1,IMPACT
2.7846,3.3780,0.3378,22.6859,17,41.77,1,IMPACT
2.1401,3.1595,0.4891,15.8533,17,33.39,1,IMPACT
2.9980,1.6884,0.6392,19.0476,16,39.93,1,IMPACT
2.8581,2.7243,0.7916,22.2703,21,46.63,1,IMPACT
2.2206,2.5174,0.4454,20.5211,20,38.43,1,IMPACT
2.5672,3.5185,0.5897,23.5805,19,29.55,1,IMPACT
2.4282,2.0598,0.7433,21.8143,18,21.34,1,IMPACT
2.7871,3.0922,0.6443,15.0211,18,27.94,1,IMPACT
2.6489,2.8772,0.5463,18.2626,23,49.61,1,IMPACT
2.5082,3.9260,0.4503,16.4738,22,41.44,1,IMPACT
2.3659,2.4515,0.3507,24.6673,21,32.99,1,IMPACT
2.2261,2.2419,0.7534,22.8902,20,39.72,1,IMPACT
2.5827,2.0135,0.4027,16.0701,20,46.19,1,IMPACT
2.9424,1.8035,0.3049,19.2859,19,22.88,1,IMPACT
2.8002,1.5819,0.7059,17.4811,18,44.48,1,IMPACT
2.6573,3.8659,0.3562,15.6656,18,21.04,1,IMPACT
2.5191,2.4074,0.7608,18.9100,22,27.90,1,IMPACT
2.3758,3.4339,0.6608,22.0901,16,49.42,1,IMPACT
2.2321,3.2109,0.5602,15.2650,21,25.91,1,IMPACT
2.0926,1.7501,0.4633,18.4923,20,32.66,1,IMPACT
2.4496,1.5256,0.6132,21.6773,25,24.18,1,IMPACT
2.8094,2.5596,0.7656,24.8967,24,45.88,1,IMPACT
2.1633,2.3349,0.6646,23.0431,18,37.35,1,IMPACT
2.5241,3.3703,0.5669,16.2731,23,44.03,1,IMPACT
2.3835,1.9135,0.7202,24.4867,22,35.81,1,IMPACT
2.2417,2.9420,0.6208,17.6859,21,27.38,1,IMPACT
2.6018,2.7303,0.5228,15.9066,21,49.05,1,IMPACT
2.4568,3.7524,0.6724,19.0677,25,25.55,1,IMPACT
2.8162,3.5404,0.5747,17.2809,19,47.25,1,IMPACT
2.1774,3.3285,0.7267,20.5142,18,23.92,1,IMPACT
2.0271,3.0929,0.6235,18.6112,18,30.23,1,IMPACT
2.8944,2.8910,0.7786,16.9189,17,22.11,1,IMPACT
2.2547,3.9334,0.6823,15.1445,16,28.91,1,IMPACT
2.1116,3.7085,0.5816,18.3272,15,20.39,1,IMPACT
2.4647,2.2309,0.7308,16.4647,20,26.87,1,IMPACT
2.3282,2.0248,0.3849,24.7278,20,48.68,1,IMPACT
2.6839,1.7961,0.5341,22.8976,24,25.15,1,IMPACT
2.0417,1.5792,0.4351,21.0904,24,46.76,1,IMPACT
2.3983,2.6121,0.5863,24.2708,17,23.38,1,IMPACT
2.2614,2.4060,0.7401,17.5282,17,45.18,1,IMPACT
2.6176,2.1837,0.3910,15.7050,16,36.77,1,IMPACT
2.4757,1.9644,0.7927,23.9031,15,28.42,1,IMPACT
2.3321,2.9903,0.4411,17.0780,20,34.84,1,IMPACT
2.6894,1.5243,0.3431,20.2672,19,26.52,1,IMPACT
2.0515,2.5644,0.4954,23.5121,24,48.21,1,IMPACT
2.4108,3.5974,0.3974,21.7242,18,24.88,1,IMPACT
2.7635,2.1174,0.7954,24.8570,22,31.27,1,IMPACT
2.1240,1.9098,0.6995,23.0850,16,38.09,1,IMPACT
2.4838,1.6918,0.3501,21.3013,21,29.67,1,IMPACT
2.8427,3.9757,0.5020,24.5097,15,36.33,1,IMPACT
2.7054,2.5218,0.6556,22.7614,25,28.12,1,IMPACT
2.5599,2.2903,0.5544,15.9168,24,34.56,1,IMPACT
2.9173,3.3205,0.7048,19.1053,18,26.12,1,IMPACT
2.2775,3.1081,0.6080,22.3295,23,32.88,1,IMPACT
2.6351,2.8905,0.5099,20.5228,17,39.55,1,IMPACT
2.4930,2.6744,0.6599,18.7157,16,46.08,1,IMPACT
2.3519,2.4591,0.3126,21.9238,15,22.80,1,IMPACT
2.7132,2.2465,0.4641,15.1582,15,44.44,1,IMPACT
2.5659,3.2666,0.6132,18.2932,25,20.91,1,IMPACT
2.4253,3.0515,0.5144,21.5044,24,42.52,1,IMPACT
2.2847,1.5849,0.6666,24.7199,18,34.21,1,IMPACT
2.1427,2.6147,0.5667,22.9145,17,25.74,1,IMPACT
2.4986,3.6488,0.7186,16.0875,22,32.41,1,IMPACT
2.3617,2.1888,0.6211,24.3435,21,39.12,1,IMPACT
2.2186,3.2160,0.7723,17.5290,20,45.73,1,IMPACT
2.5732,1.7390,0.4208,15.6838,25,37.16,1,IMPACT
2.4348,2.7801,0.5745,23.9242,24,43.95,1,IMPACT
2.7877,2.5457,0.4723,22.0599,18,20.32,1,IMPACT
2.1496,3.5885,0.3750,15.3016,23,42.05,1,IMPACT
2.5073,2.1188,0.5265,18.4959,17,48.68,1,IMPACT
2.8701,3.1637,0.6805,16.7497,22,25.50,1,IMPACT
2.7245,1.6921,0.5810,19.9037,15,47.07,1,IMPACT
2.0880,3.9839,0.7334,23.1636,20,23.77,1,IMPACT
2.4454,3.7619,0.3844,16.3547,19,30.37,1,IMPACT
2.8057,3.5539,0.5366,19.5773,24,37.06,1,IMPACT
2.6567,2.0685,0.6848,22.6914,18,28.46,1,IMPACT
2.5211,3.1128,0.5881,20.9632,23,35.23,1,IMPACT
2.3803,2.9016,0.4913,24.1758,17,41.99,1,IMPACT
2.7367,2.6749,0.3909,17.3530,16,33.48,1,IMPACT
2.5939,3.7089,0.5419,15.5391,15,25.09,1,IMPACT
2.4482,3.4798,0.4403,18.6910,20,46.50,1,IMPACT
2.8115,2.0225,0.3449,16.9528,19,38.36,1,IMPACT
2.1672,1.7978,0.7448,15.1223,18,29.88,1,IMPACT
2.0260,2.8338,0.3957,18.3264,18,36.48,1,IMPACT
2.3826,2.6136,0.5466,21.5058,17,28.07,1,IMPACT
2.2476,2.4114,0.7017,24.7868,16,34.97,1,IMPACT
2.6030,3.4369,0.6014,22.9521,15,26.48,1,IMPACT
2.4595,3.2193,0.5019,21.1304,15,33.05,1,IMPACT
2.8170,2.9965,0.6533,24.3225,25,39.67,1,IMPACT
2.1792,2.7871,0.3053,22.5680,19,46.35,1,IMPACT
2.0369,2.5671,0.4568,15.7612,24,37.98,1,IMPACT
2.8923,3.5910,0.3560,18.9270,23,29.45,1,IMPACT
2.2524,3.3808,0.7590,22.1490,22,36.20,1,IMPACT
2.6106,1.9137,0.6601,20.3473,21,42.81,1,IMPACT
2.9727,1.7045,0.3132,18.5932,21,49.56,1,IMPACT
2.8284,3.9783,0.7125,21.7614,20,41.04,1,IMPACT
2.1869,3.7661,0.6139,19.9631,25,47.68,1,IMPACT
2.0424,3.5368,0.5138,18.1311,18,39.19,1,IMPACT
2.4050,2.0805,0.4173,21.3818,18,30.98,1,IMPACT
2.7567,1.8474,0.5650,24.5035,22,22.34,1,IMPACT
2.1231,1.6528,0.4715,22.8009,16,44.33,1,IMPACT
2.9764,2.6720,0.3702,15.9416,16,35.77,1,IMPACT
2.3370,2.4621,0.5227,24.1690,15,27.48,1,IMPACT
2.1934,2.2424,0.4231,17.3457,20,34.04,1,IMPACT
2.0532,2.0219,0.3242,20.5642,24,25.64,1,IMPACT
2.9106,3.0565,0.4757,18.7528,18,32.29,1,IMPACT
2.7695,1.5853,0.6268,16.9607,17,23.89,1,IMPACT
2.1249,2.6124,0.7764,15.1257,17,30.40,1,IMPACT
2.4876,2.4071,0.6808,18.3794,22,22.24,1,IMPACT
2.3467,3.4401,0.5817,16.5885,21,28.84,1,IMPACT
2.2065,1.9767,0.4844,19.8071,20,20.56,1,IMPACT
2.0611,3.0011,0.3835,22.9626,25,27.03,1,IMPACT
2.4151,1.5201,0.5322,16.1119,19,33.46,1,IMPACT
2.2778,2.5682,0.6869,24.3646,23,25.33,1,IMPACT
2.1387,3.6008,0.3383,22.5954,23,46.95,1,IMPACT
2.4962,2.1349,0.4898,20.7864,22,38.59,1,IMPACT
2.3556,1.9257,0.6421,23.9979,16,30.29,1,IMPACT
2.7135,2.9505,0.7924,22.1949,20,36.84,1,IMPACT
2.0732,3.9887,0.4446,20.4106,20,28.53,1,IMPACT
2.4293,2.5145,0.3445,18.5844,25,20.05,1,IMPACT
2.7864,2.2949,0.7449,16.7699,24,26.61,1,IMPACT
2.6421,3.3219,0.6444,24.9382,18,48.11,1,IMPACT
2.0068,3.1174,0.5489,23.2155,22,39.96,1,IMPACT
2.8633,1.6466,0.4500,21.3951,16,46.57,1,IMPACT
2.7195,3.9260,0.3503,24.5695,21,23.12,1,IMPACT
2.0797,3.7099,0.7523,22.7933,15,44.79,1,IMPACT
2.4385,2.2397,0.4043,21.0009,25,21.45,1,IMPACT
2.7970,3.2730,0.3048,24.2018,24,43.02,1,IMPACT
2.1510,1.7984,0.4547,22.3514,18,49.55,1,IMPACT
2.5101,1.5807,0.6059,20.5605,23,41.17,1,IMPACT
2.3661,2.6108,0.7567,23.7336,16,32.75,1,IMPACT
2.2359,3.6727,0.6649,22.0718,21,39.87,1,IMPACT
2.0861,3.4350,0.5613,15.1748,15,31.15,1,IMPACT
2.4455,3.2210,0.7128,18.3868,20,37.78,1,IMPACT
2.8048,3.0058,0.3647,16.5993,19,29.45,1,IMPACT
2.6654,1.5427,0.7667,19.8266,18,36.12,1,IMPACT
2.5209,2.5690,0.4164,17.9922,23,27.63,1,IMPACT
2.3823,2.3593,0.3194,16.2294,22,49.38,1,IMPACT
2.7429,2.1484,0.4724,19.4583,16,26.12,1,IMPACT
2.0963,3.1678,0.6212,22.6000,16,47.56,1,IMPACT
2.9557,1.7038,0.5224,15.8123,20,39.18,1,IMPACT
2.3149,3.9858,0.4247,24.0251,25,30.87,1,IMPACT
2.6717,3.7636,0.5741,17.2047,24,37.36,1,IMPACT
2.0297,3.5471,0.4762,15.4034,18,29.04,1,IMPACT
2.3878,3.3320,0.6270,18.5994,17,20.63,1,IMPACT
2.2453,1.8557,0.7781,21.7924,17,42.23,1,IMPACT
2.1058,1.6496,0.6810,20.0175,16,48.98,1,IMPACT
2.9647,2.6818,0.3330,23.2263,21,40.64,1,IMPACT
2.8200,2.4583,0.4823,16.3900,20,32.13,1,IMPACT
2.1801,2.2439,0.3844,19.6115,25,23.80,1,IMPACT
2.5413,3.2816,0.7875,17.8473,24,30.55,1,IMPACT
2.8986,3.0582,0.4365,21.0338,23,37.01,1,IMPACT
2.7502,1.5797,0.5858,19.1548,23,28.50,1,IMPACT
2.1122,2.6234,0.7392,22.3984,22,35.27,1,IMPACT
2.4728,3.6536,0.3909,20.6266,16,26.92,1,IMPACT
2.8320,2.1933,0.7928,18.8369,20,48.58,1,IMPACT
2.6903,3.2235,0.4441,17.0379,25,40.21,1,IMPACT
2.5493,3.0092,0.5945,20.2437,24,46.77,1,IMPACT
2.9042,1.5325,0.7457,23.4063,18,23.38,1,IMPACT
2.7635,3.8182,0.3962,21.6158,17,29.95,1,IMPACT
2.1244,3.6077,0.5498,24.8481,22,36.74,1,IMPACT
2.4804,2.1415,0.4505,23.0197,16,43.33,1,IMPACT
2.3410,1.9267,0.6032,16.2491,15,35.05,1,IMPACT
2.7012,1.7100,0.7550,24.4718,15,41.69,1,IMPACT
2.0557,3.9815,0.4039,17.6268,19,48.14,1,IMPACT
2.4128,3.7664,0.5555,20.8123,24,24.80,1,IMPACT
2.2721,2.2992,0.7066,24.0241,18,46.41,1,IMPACT
2.1317,3.3320,0.6078,17.2386,23,23.02,1,IMPACT
2.4951,3.1294,0.5126,20.5007,22,44.89,1,IMPACT
2.8508,1.6575,0.6629,23.6700,21,21.44,1,IMPACT
2.7097,2.6879,0.5635,16.8769,15,28.02,1,IMPACT
2.5621,3.7089,0.4626,15.0065,25,49.49,1,IMPACT
2.4284,2.2579,0.3671,18.3020,19,26.33,1,IMPACT
2.7789,2.0222,0.5147,21.4097,18,47.69,1,IMPACT
2.6351,3.0487,0.4149,24.5845,18,39.24,1,IMPACT
2.4976,2.8411,0.3182,22.8344,22,31.00,1,IMPACT
2.8555,2.6242,0.4701,21.0312,16,22.67,1,IMPACT
2.7125,2.4048,0.6207,24.2151,21,44.24,1,IMPACT
2.0743,3.4488,0.5240,22.4566,20,21.01,1,IMPACT
2.4327,1.9760,0.6742,15.6572,19,27.55,1,IMPACT
2.2893,3.0060,0.3246,18.8365,24,34.11,1,IMPACT
2.6519,1.5478,0.4784,17.0889,18,25.91,1,IMPACT
2.5071,3.8195,0.3773,15.2517,23,32.36,1,IMPACT
2.8659,2.3549,0.5287,18.4569,22,39.00,1,IMPACT
2.2263,2.1472,0.4328,16.6839,21,45.82,1,IMPACT
2.5822,1.9193,0.3310,19.8537,15,37.22,1,IMPACT
2.4419,1.7074,0.7338,23.0708,20,28.95,1,IMPACT
2.2991,3.9849,0.6341,16.2584,25,20.50,1,IMPACT
2.6571,2.5176,0.5352,19.4543,24,42.11,1,IMPACT
2.0111,2.2933,0.6848,22.6033,23,33.62,1,IMPACT
2.8726,2.0822,0.3379,20.8427,22,40.37,1,IMPACT
2.7347,1.8748,0.4921,19.0887,22,32.20,1,IMPACT
2.0899,2.8997,0.6410,22.2510,21,38.65,1,IMPACT
2.4487,2.6852,0.7930,20.4570,15,30.33,1,IMPACT
2.8051,3.7139,0.4434,18.6343,25,21.88,1,IMPACT
2.1665,3.4980,0.3458,16.8730,24,28.58,1,IMPACT
2.0247,2.0337,0.4968,20.0696,24,20.18,1,IMPACT
2.8793,3.0575,0.6465,18.2269,23,41.69,1,IMPACT
2.2357,1.5799,0.5458,16.4038,22,48.16,1,IMPACT
2.1016,3.8892,0.7017,24.6933,16,40.13,1,IMPACT
2.4582,3.6609,0.3519,17.8756,21,31.67,1,IMPACT
2.8219,3.4555,0.7558,21.1400,15,38.47,1,IMPACT
2.6748,1.9765,0.6538,19.2738,19,29.86,1,IMPACT
2.0347,3.0167,0.5566,22.4928,24,21.59,1,IMPACT
2.3932,1.5418,0.4574,15.6972,23,28.17,1,IMPACT
2.7514,2.5785,0.3591,18.8958,17,49.83,1,IMPACT
2.1072,2.3563,0.5095,17.0660,16,26.39,1,IMPACT
2.9661,3.3904,0.6609,20.2728,21,48.02,1,IMPACT
2.3253,1.9275,0.5633,23.4847,20,39.73,1,IMPACT
2.1855,2.9608,0.7147,21.7060,20,46.35,1,IMPACT
2.0418,3.9884,0.3651,24.8832,19,22.91,1,IMPACT
2.3961,2.5118,0.7640,18.0353,18,29.36,1,IMPACT
2.7566,3.5500,0.6669,16.2622,23,36.10,1,IMPACT
2.1147,3.3255,0.5673,24.4607,17,27.65,1,IMPACT
2.4747,1.8692,0.4702,17.6800,16,34.39,1,IMPACT
2.3319,2.8974,0.6209,20.8676,15,40.98,1,IMPACT
2.1914,2.6815,0.7719,24.0811,20,32.58,1,IMPACT
2.5468,3.7100,0.6725,17.2468,19,24.15,1,IMPACT
2.4085,2.2531,0.3258,15.4867,19,45.92,1,IMPACT
2.2641,2.0238,0.7252,23.6553,18,22.40,1,IMPACT
2.1285,1.8242,0.3798,16.9278,17,44.26,1,IMPACT
2.4820,2.8415,0.5275,20.0705,16,35.63,1,IMPACT
2.8475,3.8974,0.4343,18.3576,16,42.65,1,IMPACT
2.7025,2.4220,0.5842,16.5185,15,34.17,1,IMPACT
2.0575,2.1914,0.7328,19.6798,25,25.60,1,IMPACT
2.9205,3.2408,0.3873,17.9354,19,47.45,1,IMPACT
2.7715,1.7513,0.5340,16.0486,18,23.74,1,IMPACT
2.1371,1.5508,0.4386,19.3349,18,45.60,1,IMPACT
2.9927,3.8268,0.3388,17.5033,22,22.15,1,IMPACT
2.3545,3.6178,0.7424,20.7453,22,43.93,1,IMPACT
2.2056,3.3861,0.3900,23.8586,21,35.29,1,IMPACT
2.0665,3.1758,0.7925,17.0902,20,42.00,1,IMPACT
2.9251,2.9527,0.4430,15.2939,19,48.57,1,IMPACT
2.2876,1.5021,0.3470,18.5432,19,25.39,1,IMPACT
2.6409,3.7693,0.7452,16.6831,24,46.79,1,IMPACT
2.9970,3.5463,0.3965,19.8597,17,38.41,1,IMPACT
2.8551,3.3262,0.5465,23.0554,17,44.94,1,IMPACT
